,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.239,0.308,0.71,0.57,-0.233,-0.187,0.399,-0.088,-0.193
AAPL,-0.239,0.0,0.674,0.072,0.395,0.877,0.304,0.492,0.783,0.882
AMD,0.308,0.674,0.0,0.713,0.851,0.542,-0.248,0.904,0.566,0.553
AMZN,0.71,0.072,0.713,0.0,0.865,-0.084,-0.509,0.767,0.019,0.079
GOOGL,0.57,0.395,0.851,0.865,0.0,0.266,-0.324,0.914,0.24,0.416
INTC,-0.233,0.877,0.542,-0.084,0.266,0.0,0.348,0.363,0.788,0.813
MARA,-0.187,0.304,-0.248,-0.509,-0.324,0.348,0.0,-0.406,0.428,0.244
NVDA,0.399,0.492,0.904,0.767,0.914,0.363,-0.406,0.0,0.295,0.469
PLUG,-0.088,0.783,0.566,0.019,0.24,0.788,0.428,0.295,0.0,0.541
TSLA,-0.193,0.882,0.553,0.079,0.416,0.813,0.244,0.469,0.541,0.0
