,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.696,0.659,-0.194,-0.166,0.763,0.68,0.751,-0.735,0.224
AAPL,0.696,0.0,0.586,0.025,0.103,0.731,0.854,0.633,-0.477,0.488
AMD,0.659,0.586,0.0,-0.492,-0.474,0.846,0.6,0.915,-0.619,0.474
AMZN,-0.194,0.025,-0.492,0.0,0.932,-0.565,0.111,-0.597,0.556,-0.138
GOOGL,-0.166,0.103,-0.474,0.932,0.0,-0.464,0.075,-0.596,0.567,-0.141
INTC,0.763,0.731,0.846,-0.565,-0.464,0.0,0.62,0.917,-0.776,0.349
MARA,0.68,0.854,0.6,0.111,0.075,0.62,0.0,0.606,-0.391,0.552
NVDA,0.751,0.633,0.915,-0.597,-0.596,0.917,0.606,0.0,-0.816,0.405
PLUG,-0.735,-0.477,-0.619,0.556,0.567,-0.776,-0.391,-0.816,0.0,0.071
TSLA,0.224,0.488,0.474,-0.138,-0.141,0.349,0.552,0.405,0.071,0.0
