,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.682,0.594,-0.667,-0.716,-0.215,0.5,-0.522,0.864,-0.623
AAPL,-0.682,0.0,-0.8,0.587,0.614,0.325,-0.238,0.83,-0.76,0.663
AMD,0.594,-0.8,0.0,-0.465,-0.475,-0.238,0.377,-0.692,0.625,-0.474
AMZN,-0.667,0.587,-0.465,0.0,0.883,0.307,-0.334,0.421,-0.773,0.617
GOOGL,-0.716,0.614,-0.475,0.883,0.0,0.251,-0.337,0.379,-0.814,0.7
INTC,-0.215,0.325,-0.238,0.307,0.251,0.0,-0.331,0.281,-0.349,0.006
MARA,0.5,-0.238,0.377,-0.334,-0.337,-0.331,0.0,-0.036,0.443,-0.22
NVDA,-0.522,0.83,-0.692,0.421,0.379,0.281,-0.036,0.0,-0.671,0.414
PLUG,0.864,-0.76,0.625,-0.773,-0.814,-0.349,0.443,-0.671,0.0,-0.674
TSLA,-0.623,0.663,-0.474,0.617,0.7,0.006,-0.22,0.414,-0.674,0.0
