,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.689,-0.343,0.079,0.368,0.214,-0.004,-0.113,0.174,-0.079
AAPL,-0.689,0.0,0.421,-0.267,-0.399,-0.403,-0.025,-0.085,0.01,0.365
AMD,-0.343,0.421,0.0,0.53,0.458,0.393,0.683,0.76,-0.001,0.409
AMZN,0.079,-0.267,0.53,0.0,0.847,0.831,0.791,0.716,-0.424,0.467
GOOGL,0.368,-0.399,0.458,0.847,0.0,0.723,0.784,0.647,-0.084,0.386
INTC,0.214,-0.403,0.393,0.831,0.723,0.0,0.608,0.536,-0.578,0.302
MARA,-0.004,-0.025,0.683,0.791,0.784,0.608,0.0,0.68,-0.019,0.572
NVDA,-0.113,-0.085,0.76,0.716,0.647,0.536,0.68,0.0,0.002,0.089
PLUG,0.174,0.01,-0.001,-0.424,-0.084,-0.578,-0.019,0.002,0.0,-0.267
TSLA,-0.079,0.365,0.409,0.467,0.386,0.302,0.572,0.089,-0.267,0.0
