,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.752,0.509,0.715,0.44,0.677,0.471,0.521,0.56,0.719
AAPL,0.752,0.0,0.715,0.899,0.586,0.762,0.448,0.801,0.635,0.884
AMD,0.509,0.715,0.0,0.841,0.759,0.374,0.346,0.958,0.717,0.788
AMZN,0.715,0.899,0.841,0.0,0.765,0.665,0.487,0.859,0.725,0.892
GOOGL,0.44,0.586,0.759,0.765,0.0,0.312,0.395,0.711,0.556,0.588
INTC,0.677,0.762,0.374,0.665,0.312,0.0,0.567,0.437,0.595,0.722
MARA,0.471,0.448,0.346,0.487,0.395,0.567,0.0,0.356,0.466,0.408
NVDA,0.521,0.801,0.958,0.859,0.711,0.437,0.356,0.0,0.661,0.796
PLUG,0.56,0.635,0.717,0.725,0.556,0.595,0.466,0.661,0.0,0.874
TSLA,0.719,0.884,0.788,0.892,0.588,0.722,0.408,0.796,0.874,0.0
