,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.89,0.892,0.809,0.871,0.921,0.882,-0.001,0.693,0.85
AAPL,0.89,0.0,0.917,0.874,0.925,0.967,0.884,0.251,0.776,0.825
AMD,0.892,0.917,0.0,0.941,0.932,0.964,0.925,0.023,0.835,0.875
AMZN,0.809,0.874,0.941,0.0,0.87,0.909,0.822,0.184,0.896,0.813
GOOGL,0.871,0.925,0.932,0.87,0.0,0.946,0.921,0.108,0.821,0.887
INTC,0.921,0.967,0.964,0.909,0.946,0.0,0.92,0.151,0.799,0.88
MARA,0.882,0.884,0.925,0.822,0.921,0.92,0.0,-0.146,0.775,0.934
NVDA,-0.001,0.251,0.023,0.184,0.108,0.151,-0.146,0.0,0.091,-0.076
PLUG,0.693,0.776,0.835,0.896,0.821,0.799,0.775,0.091,0.0,0.732
TSLA,0.85,0.825,0.875,0.813,0.887,0.88,0.934,-0.076,0.732,0.0
