,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.772,0.833,0.822,0.879,-0.454,0.9,0.549,0.847,0.613
AAPL,0.772,0.0,0.754,0.871,0.902,-0.652,0.806,0.523,0.948,0.724
AMD,0.833,0.754,0.0,0.921,0.875,-0.65,0.724,0.753,0.793,0.814
AMZN,0.822,0.871,0.921,0.0,0.925,-0.808,0.763,0.649,0.863,0.838
GOOGL,0.879,0.902,0.875,0.925,0.0,-0.597,0.89,0.679,0.915,0.8
INTC,-0.454,-0.652,-0.65,-0.808,-0.597,0.0,-0.415,-0.251,-0.639,-0.595
MARA,0.9,0.806,0.724,0.763,0.89,-0.415,0.0,0.497,0.899,0.548
NVDA,0.549,0.523,0.753,0.649,0.679,-0.251,0.497,0.0,0.495,0.82
PLUG,0.847,0.948,0.793,0.863,0.915,-0.639,0.899,0.495,0.0,0.669
TSLA,0.613,0.724,0.814,0.838,0.8,-0.595,0.548,0.82,0.669,0.0
