,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.263,0.222,-0.246,-0.194,-0.071,0.011,0.008,0.313,-0.338
AAPL,-0.263,0.0,0.229,0.927,0.625,0.609,0.339,0.736,0.536,0.813
AMD,0.222,0.229,0.0,0.324,-0.246,0.267,-0.455,0.732,0.656,0.307
AMZN,-0.246,0.927,0.324,0.0,0.519,0.56,0.214,0.737,0.594,0.783
GOOGL,-0.194,0.625,-0.246,0.519,0.0,0.263,0.874,0.351,0.299,0.421
INTC,-0.071,0.609,0.267,0.56,0.263,0.0,0.188,0.566,0.558,0.636
MARA,0.011,0.339,-0.455,0.214,0.874,0.188,0.0,0.083,0.147,0.12
NVDA,0.008,0.736,0.732,0.737,0.351,0.566,0.083,0.0,0.836,0.64
PLUG,0.313,0.536,0.656,0.594,0.299,0.558,0.147,0.836,0.0,0.454
TSLA,-0.338,0.813,0.307,0.783,0.421,0.636,0.12,0.64,0.454,0.0
