,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.398,0.139,0.598,-0.411,0.056,-0.171,-0.108,-0.509,0.756
AAPL,0.398,0.0,0.726,0.628,0.391,0.526,0.461,0.713,0.243,0.461
AMD,0.139,0.726,0.0,0.711,0.742,0.692,0.649,0.932,0.694,0.512
AMZN,0.598,0.628,0.711,0.0,0.203,0.598,0.132,0.536,0.238,0.862
GOOGL,-0.411,0.391,0.742,0.203,0.0,0.568,0.771,0.81,0.854,-0.001
INTC,0.056,0.526,0.692,0.598,0.568,0.0,0.441,0.641,0.581,0.29
MARA,-0.171,0.461,0.649,0.132,0.771,0.441,0.0,0.704,0.634,-0.066
NVDA,-0.108,0.713,0.932,0.536,0.81,0.641,0.704,0.0,0.804,0.287
PLUG,-0.509,0.243,0.694,0.238,0.854,0.581,0.634,0.804,0.0,-0.001
TSLA,0.756,0.461,0.512,0.862,-0.001,0.29,-0.066,0.287,-0.001,0.0
