,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.768,0.607,0.779,0.579,0.746,0.88,0.568,0.596,0.601
AAPL,0.768,0.0,0.355,0.746,0.649,0.581,0.736,0.347,0.501,0.624
AMD,0.607,0.355,0.0,0.625,0.766,0.843,0.565,0.94,0.317,0.61
AMZN,0.779,0.746,0.625,0.0,0.791,0.847,0.858,0.561,0.792,0.855
GOOGL,0.579,0.649,0.766,0.791,0.0,0.858,0.598,0.721,0.456,0.846
INTC,0.746,0.581,0.843,0.847,0.858,0.0,0.727,0.823,0.516,0.791
MARA,0.88,0.736,0.565,0.858,0.598,0.727,0.0,0.502,0.807,0.584
NVDA,0.568,0.347,0.94,0.561,0.721,0.823,0.502,0.0,0.185,0.526
PLUG,0.596,0.501,0.317,0.792,0.456,0.516,0.807,0.185,0.0,0.568
TSLA,0.601,0.624,0.61,0.855,0.846,0.791,0.584,0.526,0.568,0.0
