,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.507,-0.413,0.799,-0.299,0.467,-0.233,-0.34,0.745,-0.162
AAPL,-0.507,0.0,0.213,-0.424,0.484,-0.22,0.362,0.274,-0.539,0.078
AMD,-0.413,0.213,0.0,-0.559,0.248,0.512,0.234,0.516,-0.079,0.807
AMZN,0.799,-0.424,-0.559,0.0,-0.389,0.109,-0.526,-0.36,0.456,-0.462
GOOGL,-0.299,0.484,0.248,-0.389,0.0,0.123,0.712,0.568,-0.118,0.229
INTC,0.467,-0.22,0.512,0.109,0.123,0.0,0.184,0.26,0.651,0.666
MARA,-0.233,0.362,0.234,-0.526,0.712,0.184,0.0,0.597,-0.043,0.38
NVDA,-0.34,0.274,0.516,-0.36,0.568,0.26,0.597,0.0,-0.181,0.507
PLUG,0.745,-0.539,-0.079,0.456,-0.118,0.651,-0.043,-0.181,0.0,0.156
TSLA,-0.162,0.078,0.807,-0.462,0.229,0.666,0.38,0.507,0.156,0.0
