,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.336,0.27,0.539,-0.037,0.751,0.16,-0.017,0.805,0.52
AAPL,-0.336,0.0,0.062,0.229,0.697,0.075,0.449,0.515,-0.312,0.147
AMD,0.27,0.062,0.0,0.725,0.124,0.582,-0.129,0.279,0.202,0.573
AMZN,0.539,0.229,0.725,0.0,0.457,0.847,0.336,0.496,0.53,0.82
GOOGL,-0.037,0.697,0.124,0.457,0.0,0.367,0.84,0.92,0.02,0.444
INTC,0.751,0.075,0.582,0.847,0.367,0.0,0.399,0.395,0.684,0.796
MARA,0.16,0.449,-0.129,0.336,0.84,0.399,0.0,0.776,0.216,0.439
NVDA,-0.017,0.515,0.279,0.496,0.92,0.395,0.776,0.0,0.004,0.506
PLUG,0.805,-0.312,0.202,0.53,0.02,0.684,0.216,0.004,0.0,0.479
TSLA,0.52,0.147,0.573,0.82,0.444,0.796,0.439,0.506,0.479,0.0
