,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.713,0.713,0.841,0.636,0.465,0.884,0.715,0.902,0.548
AAPL,0.713,0.0,0.917,0.907,0.935,0.107,0.844,0.991,0.725,0.944
AMD,0.713,0.917,0.0,0.897,0.867,0.268,0.802,0.939,0.808,0.871
AMZN,0.841,0.907,0.897,0.0,0.859,0.194,0.82,0.897,0.854,0.856
GOOGL,0.636,0.935,0.867,0.859,0.0,0.064,0.807,0.93,0.683,0.868
INTC,0.465,0.107,0.268,0.194,0.064,0.0,0.433,0.113,0.567,-0.13
MARA,0.884,0.844,0.802,0.82,0.807,0.433,0.0,0.855,0.832,0.658
NVDA,0.715,0.991,0.939,0.897,0.93,0.113,0.855,0.0,0.728,0.94
PLUG,0.902,0.725,0.808,0.854,0.683,0.567,0.832,0.728,0.0,0.566
TSLA,0.548,0.944,0.871,0.856,0.868,-0.13,0.658,0.94,0.566,0.0
