,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.492,0.809,0.941,0.917,0.588,0.857,0.567,0.42,0.259
AAPL,0.492,0.0,0.215,0.525,0.615,0.116,0.639,0.157,0.808,0.208
AMD,0.809,0.215,0.0,0.856,0.775,0.741,0.587,0.806,0.079,0.329
AMZN,0.941,0.525,0.856,0.0,0.953,0.671,0.798,0.691,0.324,0.35
GOOGL,0.917,0.615,0.775,0.953,0.0,0.69,0.88,0.66,0.386,0.35
INTC,0.588,0.116,0.741,0.671,0.69,0.0,0.425,0.86,-0.199,0.475
MARA,0.857,0.639,0.587,0.798,0.88,0.425,0.0,0.399,0.59,0.178
NVDA,0.567,0.157,0.806,0.691,0.66,0.86,0.399,0.0,-0.12,0.662
PLUG,0.42,0.808,0.079,0.324,0.386,-0.199,0.59,-0.12,0.0,0.019
TSLA,0.259,0.208,0.329,0.35,0.35,0.475,0.178,0.662,0.019,0.0
