,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.44,-0.132,-0.496,-0.332,-0.303,-0.191,-0.288,0.628,0.153
AAPL,-0.44,0.0,0.695,0.775,0.818,0.095,0.798,0.752,0.081,0.073
AMD,-0.132,0.695,0.0,0.273,0.846,0.088,0.861,0.823,0.372,-0.37
AMZN,-0.496,0.775,0.273,0.0,0.609,0.353,0.449,0.525,-0.225,0.468
GOOGL,-0.332,0.818,0.846,0.609,0.0,0.387,0.774,0.838,0.044,-0.05
INTC,-0.303,0.095,0.088,0.353,0.387,0.0,-0.047,0.424,-0.496,0.221
MARA,-0.191,0.798,0.861,0.449,0.774,-0.047,0.0,0.732,0.416,-0.226
NVDA,-0.288,0.752,0.823,0.525,0.838,0.424,0.732,0.0,0.099,-0.101
PLUG,0.628,0.081,0.372,-0.225,0.044,-0.496,0.416,0.099,0.0,-0.04
TSLA,0.153,0.073,-0.37,0.468,-0.05,0.221,-0.226,-0.101,-0.04,0.0
