,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.442,0.395,-0.19,-0.039,0.308,0.625,0.827,0.088,-0.53
AAPL,0.442,0.0,-0.31,0.235,0.075,0.174,0.438,0.292,-0.085,-0.405
AMD,0.395,-0.31,0.0,-0.518,0.055,0.507,0.028,0.527,0.267,0.08
AMZN,-0.19,0.235,-0.518,0.0,-0.489,0.121,0.295,-0.302,-0.441,0.128
GOOGL,-0.039,0.075,0.055,-0.489,0.0,-0.104,0.054,-0.064,0.418,0.01
INTC,0.308,0.174,0.507,0.121,-0.104,0.0,0.392,0.347,0.116,0.191
MARA,0.625,0.438,0.028,0.295,0.054,0.392,0.0,0.345,0.241,-0.157
NVDA,0.827,0.292,0.527,-0.302,-0.064,0.347,0.345,0.0,-0.074,-0.683
PLUG,0.088,-0.085,0.267,-0.441,0.418,0.116,0.241,-0.074,0.0,0.263
TSLA,-0.53,-0.405,0.08,0.128,0.01,0.191,-0.157,-0.683,0.263,0.0
