,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.533,0.447,-0.128,0.03,0.428,0.578,-0.772,0.485,-0.073
AAPL,-0.533,0.0,-0.758,0.466,0.476,0.052,-0.319,0.843,-0.791,0.573
AMD,0.447,-0.758,0.0,-0.332,-0.226,0.15,0.495,-0.654,0.692,-0.306
AMZN,-0.128,0.466,-0.332,0.0,0.815,0.314,-0.102,0.383,-0.624,0.076
GOOGL,0.03,0.476,-0.226,0.815,0.0,0.424,0.168,0.334,-0.517,0.15
INTC,0.428,0.052,0.15,0.314,0.424,0.0,0.271,-0.231,0.029,0.116
MARA,0.578,-0.319,0.495,-0.102,0.168,0.271,0.0,-0.445,0.342,0.101
NVDA,-0.772,0.843,-0.654,0.383,0.334,-0.231,-0.445,0.0,-0.81,0.344
PLUG,0.485,-0.791,0.692,-0.624,-0.517,0.029,0.342,-0.81,0.0,-0.413
TSLA,-0.073,0.573,-0.306,0.076,0.15,0.116,0.101,0.344,-0.413,0.0
