,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.399,0.236,0.358,0.63,0.155,0.529,0.06,0.004,0.058
AAPL,0.399,0.0,0.952,0.959,0.906,0.641,0.817,0.818,0.2,0.185
AMD,0.236,0.952,0.0,0.928,0.813,0.707,0.775,0.835,0.294,0.177
AMZN,0.358,0.959,0.928,0.0,0.902,0.583,0.72,0.737,0.065,-0.007
GOOGL,0.63,0.906,0.813,0.902,0.0,0.473,0.74,0.604,0.011,0.068
INTC,0.155,0.641,0.707,0.583,0.473,0.0,0.747,0.804,0.616,0.545
MARA,0.529,0.817,0.775,0.72,0.74,0.747,0.0,0.773,0.444,0.508
NVDA,0.06,0.818,0.835,0.737,0.604,0.804,0.773,0.0,0.497,0.498
PLUG,0.004,0.2,0.294,0.065,0.011,0.616,0.444,0.497,0.0,0.719
TSLA,0.058,0.185,0.177,-0.007,0.068,0.545,0.508,0.498,0.719,0.0
