,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.667,0.304,-0.429,-0.632,-0.319,0.745,0.641,0.726,0.876
AAPL,0.667,0.0,0.251,-0.837,-0.339,-0.103,0.876,0.772,0.875,0.8
AMD,0.304,0.251,0.0,0.136,0.1,0.298,0.36,0.669,0.485,0.485
AMZN,-0.429,-0.837,0.136,0.0,0.396,0.34,-0.634,-0.427,-0.605,-0.508
GOOGL,-0.632,-0.339,0.1,0.396,0.0,0.768,-0.398,-0.111,-0.42,-0.461
INTC,-0.319,-0.103,0.298,0.34,0.768,0.0,-0.195,0.147,-0.158,-0.198
MARA,0.745,0.876,0.36,-0.634,-0.398,-0.195,0.0,0.742,0.917,0.874
NVDA,0.641,0.772,0.669,-0.427,-0.111,0.147,0.742,0.0,0.822,0.77
PLUG,0.726,0.875,0.485,-0.605,-0.42,-0.158,0.917,0.822,0.0,0.858
TSLA,0.876,0.8,0.485,-0.508,-0.461,-0.198,0.874,0.77,0.858,0.0
