,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.073,0.296,-0.338,0.169,0.377,-0.525,0.495,0.227,0.155
AAPL,-0.073,0.0,-0.496,0.533,0.114,-0.397,0.064,0.631,-0.644,-0.544
AMD,0.296,-0.496,0.0,-0.632,0.303,0.74,0.149,-0.134,0.676,0.756
AMZN,-0.338,0.533,-0.632,0.0,-0.102,-0.652,-0.096,0.083,-0.585,-0.721
GOOGL,0.169,0.114,0.303,-0.102,0.0,0.338,-0.078,0.007,0.306,0.201
INTC,0.377,-0.397,0.74,-0.652,0.338,0.0,0.245,-0.154,0.705,0.86
MARA,-0.525,0.064,0.149,-0.096,-0.078,0.245,0.0,-0.117,0.083,0.412
NVDA,0.495,0.631,-0.134,0.083,0.007,-0.154,-0.117,0.0,-0.403,-0.314
PLUG,0.227,-0.644,0.676,-0.585,0.306,0.705,0.083,-0.403,0.0,0.775
TSLA,0.155,-0.544,0.756,-0.721,0.201,0.86,0.412,-0.314,0.775,0.0
