,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.661,0.899,0.853,0.794,0.444,0.781,0.835,0.513,0.69
AAPL,0.661,0.0,0.839,0.738,0.909,0.918,0.891,0.833,0.803,0.914
AMD,0.899,0.839,0.0,0.789,0.868,0.668,0.851,0.846,0.657,0.773
AMZN,0.853,0.738,0.789,0.0,0.905,0.568,0.906,0.954,0.745,0.874
GOOGL,0.794,0.909,0.868,0.905,0.0,0.79,0.969,0.939,0.87,0.94
INTC,0.444,0.918,0.668,0.568,0.79,0.0,0.768,0.71,0.786,0.842
MARA,0.781,0.891,0.851,0.906,0.969,0.768,0.0,0.941,0.893,0.951
NVDA,0.835,0.833,0.846,0.954,0.939,0.71,0.941,0.0,0.793,0.918
PLUG,0.513,0.803,0.657,0.745,0.87,0.786,0.893,0.793,0.0,0.894
TSLA,0.69,0.914,0.773,0.874,0.94,0.842,0.951,0.918,0.894,0.0
