,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.036,0.143,0.137,-0.22,0.461,0.828,-0.031,0.649,-0.015
AAPL,0.036,0.0,0.646,0.569,0.061,0.261,0.064,0.774,0.41,0.646
AMD,0.143,0.646,0.0,0.633,0.405,-0.058,-0.047,0.447,0.522,0.151
AMZN,0.137,0.569,0.633,0.0,0.577,-0.169,0.103,0.462,0.453,0.07
GOOGL,-0.22,0.061,0.405,0.577,0.0,-0.76,-0.461,-0.008,-0.113,-0.432
INTC,0.461,0.261,-0.058,-0.169,-0.76,0.0,0.699,0.246,0.41,0.436
MARA,0.828,0.064,-0.047,0.103,-0.461,0.699,0.0,0.038,0.644,0.163
NVDA,-0.031,0.774,0.447,0.462,-0.008,0.246,0.038,0.0,0.099,0.735
PLUG,0.649,0.41,0.522,0.453,-0.113,0.41,0.644,0.099,0.0,0.194
TSLA,-0.015,0.646,0.151,0.07,-0.432,0.436,0.163,0.735,0.194,0.0
