,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.812,-0.755,-0.785,-0.649,0.065,-0.47,-0.754,-0.699,-0.708
AAPL,-0.812,0.0,0.963,0.887,0.665,0.23,0.642,0.916,0.944,0.916
AMD,-0.755,0.963,0.0,0.906,0.591,0.247,0.598,0.968,0.947,0.94
AMZN,-0.785,0.887,0.906,0.0,0.678,0.363,0.722,0.94,0.857,0.948
GOOGL,-0.649,0.665,0.591,0.678,0.0,0.348,0.688,0.551,0.609,0.616
INTC,0.065,0.23,0.247,0.363,0.348,0.0,0.545,0.246,0.361,0.431
MARA,-0.47,0.642,0.598,0.722,0.688,0.545,0.0,0.578,0.674,0.755
NVDA,-0.754,0.916,0.968,0.94,0.551,0.246,0.578,0.0,0.881,0.932
PLUG,-0.699,0.944,0.947,0.857,0.609,0.361,0.674,0.881,0.0,0.923
TSLA,-0.708,0.916,0.94,0.948,0.616,0.431,0.755,0.932,0.923,0.0
