,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.741,0.919,0.856,0.868,0.913,-0.018,-0.311,0.783,-0.078
AAPL,0.741,0.0,0.681,0.789,0.643,0.84,0.188,-0.368,0.759,0.23
AMD,0.919,0.681,0.0,0.869,0.823,0.855,-0.052,-0.158,0.778,-0.087
AMZN,0.856,0.789,0.869,0.0,0.893,0.932,0.191,-0.515,0.946,-0.097
GOOGL,0.868,0.643,0.823,0.893,0.0,0.873,0.126,-0.489,0.824,-0.288
INTC,0.913,0.84,0.855,0.932,0.873,0.0,0.038,-0.559,0.866,-0.13
MARA,-0.018,0.188,-0.052,0.191,0.126,0.038,0.0,-0.046,0.369,0.409
NVDA,-0.311,-0.368,-0.158,-0.515,-0.489,-0.559,-0.046,0.0,-0.494,0.312
PLUG,0.783,0.759,0.778,0.946,0.824,0.866,0.369,-0.494,0.0,0.076
TSLA,-0.078,0.23,-0.087,-0.097,-0.288,-0.13,0.409,0.312,0.076,0.0
