,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.662,0.414,0.585,0.399,0.526,0.407,0.463,0.268,0.519
AAPL,0.662,0.0,0.686,0.844,0.572,0.633,0.304,0.797,0.509,0.891
AMD,0.414,0.686,0.0,0.859,0.783,0.167,0.147,0.96,0.69,0.841
AMZN,0.585,0.844,0.859,0.0,0.862,0.391,0.186,0.854,0.575,0.916
GOOGL,0.399,0.572,0.783,0.862,0.0,0.098,-0.011,0.698,0.488,0.716
INTC,0.526,0.633,0.167,0.391,0.098,0.0,0.531,0.276,0.361,0.512
MARA,0.407,0.304,0.147,0.186,-0.011,0.531,0.0,0.179,0.313,0.232
NVDA,0.463,0.797,0.96,0.854,0.698,0.276,0.179,0.0,0.66,0.885
PLUG,0.268,0.509,0.69,0.575,0.488,0.361,0.313,0.66,0.0,0.75
TSLA,0.519,0.891,0.841,0.916,0.716,0.512,0.232,0.885,0.75,0.0
