,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.735,0.535,0.537,0.053,0.145,0.883,0.453,0.731,0.686
AAPL,0.735,0.0,0.653,0.702,0.36,0.263,0.635,0.526,0.663,0.744
AMD,0.535,0.653,0.0,0.614,0.65,0.478,0.651,0.808,0.8,0.871
AMZN,0.537,0.702,0.614,0.0,0.696,0.475,0.704,0.788,0.781,0.626
GOOGL,0.053,0.36,0.65,0.696,0.0,0.397,0.378,0.802,0.61,0.567
INTC,0.145,0.263,0.478,0.475,0.397,0.0,0.23,0.549,0.467,0.253
MARA,0.883,0.635,0.651,0.704,0.378,0.23,0.0,0.711,0.895,0.772
NVDA,0.453,0.526,0.808,0.788,0.802,0.549,0.711,0.0,0.915,0.779
PLUG,0.731,0.663,0.8,0.781,0.61,0.467,0.895,0.915,0.0,0.845
TSLA,0.686,0.744,0.871,0.626,0.567,0.253,0.772,0.779,0.845,0.0
