,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.727,-0.082,0.658,-0.203,-0.828,0.448,-0.134,0.764,0.743
AAPL,0.727,0.0,-0.048,0.608,-0.423,-0.79,0.596,-0.436,0.778,0.685
AMD,-0.082,-0.048,0.0,0.341,0.583,0.177,-0.106,0.449,0.021,0.0
AMZN,0.658,0.608,0.341,0.0,0.327,-0.638,0.249,0.149,0.611,0.42
GOOGL,-0.203,-0.423,0.583,0.327,0.0,0.177,-0.515,0.694,-0.277,-0.284
INTC,-0.828,-0.79,0.177,-0.638,0.177,0.0,-0.452,0.14,-0.569,-0.727
MARA,0.448,0.596,-0.106,0.249,-0.515,-0.452,0.0,-0.413,0.526,0.562
NVDA,-0.134,-0.436,0.449,0.149,0.694,0.14,-0.413,0.0,-0.416,-0.184
PLUG,0.764,0.778,0.021,0.611,-0.277,-0.569,0.526,-0.416,0.0,0.596
TSLA,0.743,0.685,0.0,0.42,-0.284,-0.727,0.562,-0.184,0.596,0.0
