,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.274,0.802,-0.332,-0.372,0.634,-0.65,0.495,0.798,0.666
AAPL,-0.274,0.0,-0.378,0.689,0.031,-0.26,0.253,0.353,-0.187,-0.327
AMD,0.802,-0.378,0.0,-0.609,-0.177,0.863,-0.268,0.336,0.822,0.903
AMZN,-0.332,0.689,-0.609,0.0,0.019,-0.656,-0.024,0.127,-0.326,-0.676
GOOGL,-0.372,0.031,-0.177,0.019,0.0,0.049,0.292,-0.359,-0.465,-0.217
INTC,0.634,-0.26,0.863,-0.656,0.049,0.0,-0.111,0.206,0.616,0.874
MARA,-0.65,0.253,-0.268,-0.024,0.292,-0.111,0.0,-0.056,-0.467,-0.086
NVDA,0.495,0.353,0.336,0.127,-0.359,0.206,-0.056,0.0,0.329,0.225
PLUG,0.798,-0.187,0.822,-0.326,-0.465,0.616,-0.467,0.329,0.0,0.793
TSLA,0.666,-0.327,0.903,-0.676,-0.217,0.874,-0.086,0.225,0.793,0.0
