,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.549,0.799,0.717,0.81,0.926,0.05,-0.043,0.748,0.065
AAPL,0.549,0.0,0.69,0.009,0.17,0.442,-0.17,0.479,0.07,0.743
AMD,0.799,0.69,0.0,0.484,0.562,0.665,-0.109,0.403,0.516,0.397
AMZN,0.717,0.009,0.484,0.0,0.889,0.793,0.38,-0.409,0.946,-0.436
GOOGL,0.81,0.17,0.562,0.889,0.0,0.842,0.286,-0.363,0.878,-0.343
INTC,0.926,0.442,0.665,0.793,0.842,0.0,0.087,-0.309,0.833,-0.135
MARA,0.05,-0.17,-0.109,0.38,0.286,0.087,0.0,-0.177,0.422,-0.141
NVDA,-0.043,0.479,0.403,-0.409,-0.363,-0.309,-0.177,0.0,-0.391,0.761
PLUG,0.748,0.07,0.516,0.946,0.878,0.833,0.422,-0.391,0.0,-0.358
TSLA,0.065,0.743,0.397,-0.436,-0.343,-0.135,-0.141,0.761,-0.358,0.0
