,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.738,0.781,0.867,0.626,0.605,0.901,0.75,0.926,0.582
AAPL,0.738,0.0,0.946,0.904,0.923,0.258,0.875,0.991,0.731,0.948
AMD,0.781,0.946,0.0,0.903,0.871,0.454,0.916,0.956,0.826,0.852
AMZN,0.867,0.904,0.903,0.0,0.838,0.36,0.872,0.894,0.857,0.839
GOOGL,0.626,0.923,0.871,0.838,0.0,0.169,0.822,0.916,0.654,0.855
INTC,0.605,0.258,0.454,0.36,0.169,0.0,0.544,0.276,0.701,0.026
MARA,0.901,0.875,0.916,0.872,0.822,0.544,0.0,0.9,0.875,0.716
NVDA,0.75,0.991,0.956,0.894,0.916,0.276,0.9,0.0,0.735,0.936
PLUG,0.926,0.731,0.826,0.857,0.654,0.701,0.875,0.735,0.0,0.552
TSLA,0.582,0.948,0.852,0.839,0.855,0.026,0.716,0.936,0.552,0.0
