,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.454,0.646,0.236,0.441,0.74,0.057,0.522,-0.017,0.8
AAPL,0.454,0.0,0.592,-0.038,0.545,0.363,-0.157,0.326,-0.222,0.71
AMD,0.646,0.592,0.0,0.202,0.535,0.677,0.008,0.605,-0.176,0.784
AMZN,0.236,-0.038,0.202,0.0,0.698,0.326,0.895,0.826,0.867,0.173
GOOGL,0.441,0.545,0.535,0.698,0.0,0.429,0.611,0.838,0.504,0.546
INTC,0.74,0.363,0.677,0.326,0.429,0.0,0.217,0.621,0.14,0.81
MARA,0.057,-0.157,0.008,0.895,0.611,0.217,0.0,0.727,0.95,0.067
NVDA,0.522,0.326,0.605,0.826,0.838,0.621,0.727,0.0,0.639,0.588
PLUG,-0.017,-0.222,-0.176,0.867,0.504,0.14,0.95,0.639,0.0,-0.034
TSLA,0.8,0.71,0.784,0.173,0.546,0.81,0.067,0.588,-0.034,0.0
