,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.386,0.428,0.354,0.269,0.536,0.656,0.349,0.387,0.481
AAPL,0.386,0.0,0.652,0.491,0.67,0.647,0.335,0.499,0.483,0.79
AMD,0.428,0.652,0.0,0.739,0.861,0.905,0.734,0.928,0.828,0.903
AMZN,0.354,0.491,0.739,0.0,0.632,0.69,0.753,0.785,0.623,0.68
GOOGL,0.269,0.67,0.861,0.632,0.0,0.869,0.419,0.724,0.768,0.845
INTC,0.536,0.647,0.905,0.69,0.869,0.0,0.639,0.766,0.744,0.927
MARA,0.656,0.335,0.734,0.753,0.419,0.639,0.0,0.777,0.677,0.622
NVDA,0.349,0.499,0.928,0.785,0.724,0.766,0.777,0.0,0.759,0.769
PLUG,0.387,0.483,0.828,0.623,0.768,0.744,0.677,0.759,0.0,0.725
TSLA,0.481,0.79,0.903,0.68,0.845,0.927,0.622,0.769,0.725,0.0
