,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.013,-0.443,-0.019,-0.324,0.445,-0.558,-0.178,-0.487,-0.124
AAPL,-0.013,0.0,0.309,0.886,0.773,0.399,-0.015,0.901,0.132,-0.318
AMD,-0.443,0.309,0.0,0.248,0.659,0.137,0.811,0.557,0.861,0.644
AMZN,-0.019,0.886,0.248,0.0,0.667,0.233,-0.142,0.87,0.168,-0.409
GOOGL,-0.324,0.773,0.659,0.667,0.0,0.295,0.488,0.85,0.477,0.001
INTC,0.445,0.399,0.137,0.233,0.295,0.0,-0.04,0.239,-0.269,0.12
MARA,-0.558,-0.015,0.811,-0.142,0.488,-0.04,0.0,0.217,0.742,0.709
NVDA,-0.178,0.901,0.557,0.87,0.85,0.239,0.217,0.0,0.429,-0.162
PLUG,-0.487,0.132,0.861,0.168,0.477,-0.269,0.742,0.429,0.0,0.59
TSLA,-0.124,-0.318,0.644,-0.409,0.001,0.12,0.709,-0.162,0.59,0.0
