,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.011,-0.554,-0.022,-0.106,-0.459,-0.221,-0.291,0.698,0.454
AAPL,-0.011,0.0,0.624,0.6,0.888,0.643,0.143,0.254,-0.105,-0.199
AMD,-0.554,0.624,0.0,0.242,0.701,0.671,-0.076,0.683,-0.689,-0.609
AMZN,-0.022,0.6,0.242,0.0,0.651,0.565,0.729,-0.122,0.393,0.436
GOOGL,-0.106,0.888,0.701,0.651,0.0,0.748,0.174,0.241,-0.186,-0.185
INTC,-0.459,0.643,0.671,0.565,0.748,0.0,0.3,0.056,-0.296,-0.311
MARA,-0.221,0.143,-0.076,0.729,0.174,0.3,0.0,-0.268,0.442,0.612
NVDA,-0.291,0.254,0.683,-0.122,0.241,0.056,-0.268,0.0,-0.571,-0.393
PLUG,0.698,-0.105,-0.689,0.393,-0.186,-0.296,0.442,-0.571,0.0,0.868
TSLA,0.454,-0.199,-0.609,0.436,-0.185,-0.311,0.612,-0.393,0.868,0.0
