,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.447,0.385,0.069,0.586,0.331,0.165,0.12,-0.583,0.176
AAPL,0.447,0.0,0.385,-0.414,0.842,0.334,-0.6,-0.499,-0.231,-0.413
AMD,0.385,0.385,0.0,-0.038,0.426,0.428,0.011,0.043,-0.305,-0.025
AMZN,0.069,-0.414,-0.038,0.0,-0.342,-0.324,0.544,0.874,0.21,0.189
GOOGL,0.586,0.842,0.426,-0.342,0.0,0.323,-0.292,-0.361,-0.438,-0.187
INTC,0.331,0.334,0.428,-0.324,0.323,0.0,0.013,-0.147,-0.487,0.089
MARA,0.165,-0.6,0.011,0.544,-0.292,0.013,0.0,0.771,-0.033,0.545
NVDA,0.12,-0.499,0.043,0.874,-0.361,-0.147,0.771,0.0,0.067,0.374
PLUG,-0.583,-0.231,-0.305,0.21,-0.438,-0.487,-0.033,0.067,0.0,-0.312
TSLA,0.176,-0.413,-0.025,0.189,-0.187,0.089,0.545,0.374,-0.312,0.0
