,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.236,-0.438,0.485,0.27,0.542,0.731,0.59,-0.821,0.835
AAPL,0.236,0.0,0.516,-0.412,-0.196,-0.148,0.169,0.085,-0.137,0.069
AMD,-0.438,0.516,0.0,-0.431,-0.061,-0.267,-0.259,-0.124,0.376,-0.492
AMZN,0.485,-0.412,-0.431,0.0,0.7,0.847,0.47,0.749,-0.407,0.614
GOOGL,0.27,-0.196,-0.061,0.7,0.0,0.523,0.248,0.539,-0.387,0.352
INTC,0.542,-0.148,-0.267,0.847,0.523,0.0,0.495,0.799,-0.435,0.698
MARA,0.731,0.169,-0.259,0.47,0.248,0.495,0.0,0.706,-0.642,0.827
NVDA,0.59,0.085,-0.124,0.749,0.539,0.799,0.706,0.0,-0.449,0.714
PLUG,-0.821,-0.137,0.376,-0.407,-0.387,-0.435,-0.642,-0.449,0.0,-0.705
TSLA,0.835,0.069,-0.492,0.614,0.352,0.698,0.827,0.714,-0.705,0.0
