,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.248,-0.721,0.347,0.385,0.313,-0.03,-0.305,0.318,-0.074
AAPL,0.248,0.0,-0.031,0.751,0.643,0.126,-0.493,0.278,0.459,0.514
AMD,-0.721,-0.031,0.0,-0.292,-0.299,-0.442,0.152,0.52,-0.193,0.167
AMZN,0.347,0.751,-0.292,0.0,0.914,0.325,-0.393,0.372,0.361,0.411
GOOGL,0.385,0.643,-0.299,0.914,0.0,0.374,-0.22,0.426,0.439,0.467
INTC,0.313,0.126,-0.442,0.325,0.374,0.0,0.019,0.249,0.662,0.364
MARA,-0.03,-0.493,0.152,-0.393,-0.22,0.019,0.0,0.119,0.162,0.2
NVDA,-0.305,0.278,0.52,0.372,0.426,0.249,0.119,0.0,0.33,0.468
PLUG,0.318,0.459,-0.193,0.361,0.439,0.662,0.162,0.33,0.0,0.706
TSLA,-0.074,0.514,0.167,0.411,0.467,0.364,0.2,0.468,0.706,0.0
