,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.377,-0.597,-0.264,-0.497,-0.019,-0.529,-0.577,-0.446,-0.165
AAPL,-0.377,0.0,0.88,0.818,0.943,0.792,0.92,0.925,0.875,0.862
AMD,-0.597,0.88,0.0,0.616,0.901,0.603,0.874,0.941,0.837,0.743
AMZN,-0.264,0.818,0.616,0.0,0.866,0.849,0.886,0.794,0.851,0.831
GOOGL,-0.497,0.943,0.901,0.866,0.0,0.774,0.985,0.974,0.941,0.888
INTC,-0.019,0.792,0.603,0.849,0.774,0.0,0.741,0.686,0.729,0.823
MARA,-0.529,0.92,0.874,0.886,0.985,0.741,0.0,0.968,0.954,0.877
NVDA,-0.577,0.925,0.941,0.794,0.974,0.686,0.968,0.0,0.934,0.828
PLUG,-0.446,0.875,0.837,0.851,0.941,0.729,0.954,0.934,0.0,0.818
TSLA,-0.165,0.862,0.743,0.831,0.888,0.823,0.877,0.828,0.818,0.0
