,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.429,0.728,0.622,0.744,0.816,0.009,0.267,0.649,0.121
AAPL,0.429,0.0,0.736,-0.082,0.056,0.24,-0.447,0.788,-0.005,0.861
AMD,0.728,0.736,0.0,0.406,0.476,0.56,-0.35,0.687,0.474,0.572
AMZN,0.622,-0.082,0.406,0.0,0.857,0.636,0.268,-0.18,0.903,-0.292
GOOGL,0.744,0.056,0.476,0.857,0.0,0.722,0.217,-0.14,0.821,-0.242
INTC,0.816,0.24,0.56,0.636,0.722,0.0,0.141,-0.027,0.741,-0.138
MARA,0.009,-0.447,-0.35,0.268,0.217,0.141,0.0,-0.39,0.286,-0.477
NVDA,0.267,0.788,0.687,-0.18,-0.14,-0.027,-0.39,0.0,-0.131,0.841
PLUG,0.649,-0.005,0.474,0.903,0.821,0.741,0.286,-0.131,0.0,-0.207
TSLA,0.121,0.861,0.572,-0.292,-0.242,-0.138,-0.477,0.841,-0.207,0.0
