,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.855,0.767,0.487,0.652,-0.023,-0.045,0.922,-0.546,0.827
AAPL,0.855,0.0,0.742,0.524,0.677,-0.039,-0.028,0.867,-0.563,0.792
AMD,0.767,0.742,0.0,0.786,0.86,-0.345,-0.153,0.812,-0.77,0.73
AMZN,0.487,0.524,0.786,0.0,0.888,-0.519,-0.162,0.537,-0.772,0.511
GOOGL,0.652,0.677,0.86,0.888,0.0,-0.504,-0.318,0.721,-0.871,0.605
INTC,-0.023,-0.039,-0.345,-0.519,-0.504,0.0,0.487,-0.111,0.562,-0.047
MARA,-0.045,-0.028,-0.153,-0.162,-0.318,0.487,0.0,-0.039,0.258,-0.062
NVDA,0.922,0.867,0.812,0.537,0.721,-0.111,-0.039,0.0,-0.597,0.709
PLUG,-0.546,-0.563,-0.77,-0.772,-0.871,0.562,0.258,-0.597,0.0,-0.458
TSLA,0.827,0.792,0.73,0.511,0.605,-0.047,-0.062,0.709,-0.458,0.0
