,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.053,0.737,-0.059,0.35,-0.099,0.643,0.405,0.372,0.401
AAPL,-0.053,0.0,-0.342,0.699,0.691,-0.32,-0.613,-0.404,-0.834,-0.505
AMD,0.737,-0.342,0.0,-0.068,0.2,-0.013,0.815,0.678,0.623,0.469
AMZN,-0.059,0.699,-0.068,0.0,0.474,-0.073,-0.192,0.149,-0.431,-0.307
GOOGL,0.35,0.691,0.2,0.474,0.0,-0.684,-0.163,-0.279,-0.587,-0.404
INTC,-0.099,-0.32,-0.013,-0.073,-0.684,0.0,0.183,0.572,0.484,0.585
MARA,0.643,-0.613,0.815,-0.192,-0.163,0.183,0.0,0.724,0.842,0.582
NVDA,0.405,-0.404,0.678,0.149,-0.279,0.572,0.724,0.0,0.737,0.614
PLUG,0.372,-0.834,0.623,-0.431,-0.587,0.484,0.842,0.737,0.0,0.666
TSLA,0.401,-0.505,0.469,-0.307,-0.404,0.585,0.582,0.614,0.666,0.0
