,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.759,0.273,0.562,-0.078,-0.146,0.888,0.365,0.705,0.631
AAPL,0.759,0.0,0.345,0.694,0.193,-0.104,0.661,0.386,0.591,0.659
AMD,0.273,0.345,0.0,0.307,0.644,0.547,0.349,0.71,0.646,0.751
AMZN,0.562,0.694,0.307,0.0,0.535,0.069,0.727,0.688,0.721,0.533
GOOGL,-0.078,0.193,0.644,0.535,0.0,0.399,0.217,0.793,0.543,0.507
INTC,-0.146,-0.104,0.547,0.069,0.399,0.0,-0.125,0.377,0.241,0.082
MARA,0.888,0.661,0.349,0.727,0.217,-0.125,0.0,0.627,0.86,0.709
NVDA,0.365,0.386,0.71,0.688,0.793,0.377,0.627,0.0,0.886,0.731
PLUG,0.705,0.591,0.646,0.721,0.543,0.241,0.86,0.886,0.0,0.809
TSLA,0.631,0.659,0.751,0.533,0.507,0.082,0.709,0.731,0.809,0.0
