,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.503,0.455,-0.303,-0.187,0.093,0.473,-0.608,0.483,-0.258
AAPL,-0.503,0.0,-0.788,0.549,0.564,0.303,-0.326,0.882,-0.769,0.66
AMD,0.455,-0.788,0.0,-0.416,-0.365,-0.135,0.467,-0.698,0.648,-0.426
AMZN,-0.303,0.549,-0.416,0.0,0.853,0.464,-0.366,0.534,-0.766,0.229
GOOGL,-0.187,0.564,-0.365,0.853,0.0,0.509,-0.252,0.487,-0.745,0.311
INTC,0.093,0.303,-0.135,0.464,0.509,0.0,-0.234,0.213,-0.341,0.114
MARA,0.473,-0.326,0.467,-0.366,-0.252,-0.234,0.0,-0.238,0.476,-0.183
NVDA,-0.608,0.882,-0.698,0.534,0.487,0.213,-0.238,0.0,-0.767,0.533
PLUG,0.483,-0.769,0.648,-0.766,-0.745,-0.341,0.476,-0.767,0.0,-0.584
TSLA,-0.258,0.66,-0.426,0.229,0.311,0.114,-0.183,0.533,-0.584,0.0
