,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.212,-0.466,0.143,0.608,0.101,0.31,-0.035,-0.719,-0.575
AAPL,0.212,0.0,0.54,0.652,0.566,0.771,0.28,0.665,0.199,0.446
AMD,-0.466,0.54,0.0,0.581,0.15,0.742,0.294,0.813,0.847,0.834
AMZN,0.143,0.652,0.581,0.0,0.768,0.743,0.767,0.896,0.292,0.243
GOOGL,0.608,0.566,0.15,0.768,0.0,0.61,0.799,0.606,-0.122,-0.2
INTC,0.101,0.771,0.742,0.743,0.61,0.0,0.574,0.87,0.411,0.453
MARA,0.31,0.28,0.294,0.767,0.799,0.574,0.0,0.686,0.084,-0.155
NVDA,-0.035,0.665,0.813,0.896,0.606,0.87,0.686,0.0,0.496,0.47
PLUG,-0.719,0.199,0.847,0.292,-0.122,0.411,0.084,0.496,0.0,0.807
TSLA,-0.575,0.446,0.834,0.243,-0.2,0.453,-0.155,0.47,0.807,0.0
