,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.567,0.35,0.443,-0.042,-0.043,-0.14,0.451,0.134,0.273
AAPL,0.567,0.0,-0.104,0.47,-0.286,-0.201,-0.399,-0.293,0.32,0.604
AMD,0.35,-0.104,0.0,0.474,0.55,0.729,0.601,0.77,0.19,0.135
AMZN,0.443,0.47,0.474,0.0,0.627,0.483,0.424,0.36,0.319,0.696
GOOGL,-0.042,-0.286,0.55,0.627,0.0,0.743,0.877,0.504,0.096,0.278
INTC,-0.043,-0.201,0.729,0.483,0.743,0.0,0.867,0.376,0.528,0.454
MARA,-0.14,-0.399,0.601,0.424,0.877,0.867,0.0,0.441,0.289,0.315
NVDA,0.451,-0.293,0.77,0.36,0.504,0.376,0.441,0.0,-0.127,-0.16
PLUG,0.134,0.32,0.19,0.319,0.096,0.528,0.289,-0.127,0.0,0.736
TSLA,0.273,0.604,0.135,0.696,0.278,0.454,0.315,-0.16,0.736,0.0
