,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.103,-0.389,-0.339,0.027,0.387,-0.206,-0.247,0.476,0.156
AAPL,-0.103,0.0,0.596,0.531,-0.479,-0.373,0.837,0.866,0.255,-0.006
AMD,-0.389,0.596,0.0,0.183,-0.55,-0.904,0.856,0.71,-0.348,-0.25
AMZN,-0.339,0.531,0.183,0.0,0.12,0.005,0.297,0.634,0.211,0.226
GOOGL,0.027,-0.479,-0.55,0.12,0.0,0.646,-0.612,-0.337,0.166,0.678
INTC,0.387,-0.373,-0.904,0.005,0.646,0.0,-0.698,-0.455,0.535,0.461
MARA,-0.206,0.837,0.856,0.297,-0.612,-0.698,0.0,0.858,0.033,-0.19
NVDA,-0.247,0.866,0.71,0.634,-0.337,-0.455,0.858,0.0,0.242,0.007
PLUG,0.476,0.255,-0.348,0.211,0.166,0.535,0.033,0.242,0.0,0.234
TSLA,0.156,-0.006,-0.25,0.226,0.678,0.461,-0.19,0.007,0.234,0.0
