,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.886,0.81,0.662,0.542,0.955,0.931,0.769,0.824,0.682
AAPL,0.886,0.0,0.931,0.882,0.796,0.908,0.74,0.946,0.95,0.847
AMD,0.81,0.931,0.0,0.927,0.867,0.849,0.624,0.966,0.922,0.837
AMZN,0.662,0.882,0.927,0.0,0.939,0.743,0.455,0.955,0.921,0.85
GOOGL,0.542,0.796,0.867,0.939,0.0,0.581,0.342,0.898,0.864,0.834
INTC,0.955,0.908,0.849,0.743,0.581,0.0,0.886,0.817,0.841,0.688
MARA,0.931,0.74,0.624,0.455,0.342,0.886,0.0,0.587,0.679,0.499
NVDA,0.769,0.946,0.966,0.955,0.898,0.817,0.587,0.0,0.957,0.912
PLUG,0.824,0.95,0.922,0.921,0.864,0.841,0.679,0.957,0.0,0.859
TSLA,0.682,0.847,0.837,0.85,0.834,0.688,0.499,0.912,0.859,0.0
