,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.115,0.398,-0.22,-0.406,0.468,-0.265,0.227,0.394,-0.115
AAPL,-0.115,0.0,0.137,0.907,0.437,0.497,0.175,0.733,0.496,0.805
AMD,0.398,0.137,0.0,0.21,-0.55,0.318,-0.684,0.645,0.568,0.227
AMZN,-0.22,0.907,0.21,0.0,0.42,0.332,0.14,0.698,0.541,0.737
GOOGL,-0.406,0.437,-0.55,0.42,0.0,-0.199,0.891,0.014,0.016,0.173
INTC,0.468,0.497,0.318,0.332,-0.199,0.0,-0.244,0.592,0.501,0.58
MARA,-0.265,0.175,-0.684,0.14,0.891,-0.244,0.0,-0.2,-0.082,-0.087
NVDA,0.227,0.733,0.645,0.698,0.014,0.592,-0.2,0.0,0.789,0.628
PLUG,0.394,0.496,0.568,0.541,0.016,0.501,-0.082,0.789,0.0,0.407
TSLA,-0.115,0.805,0.227,0.737,0.173,0.58,-0.087,0.628,0.407,0.0
