,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.026,0.504,0.507,0.496,-0.449,0.393,0.512,0.462,-0.712
AAPL,0.026,0.0,0.233,-0.467,0.668,0.706,-0.508,-0.47,-0.543,0.458
AMD,0.504,0.233,0.0,0.21,0.529,0.064,0.085,0.177,0.139,-0.396
AMZN,0.507,-0.467,0.21,0.0,-0.138,-0.664,0.629,0.941,0.713,-0.631
GOOGL,0.496,0.668,0.529,-0.138,0.0,0.278,-0.001,-0.098,-0.317,0.025
INTC,-0.449,0.706,0.064,-0.664,0.278,0.0,-0.407,-0.602,-0.715,0.736
MARA,0.393,-0.508,0.085,0.629,-0.001,-0.407,0.0,0.772,0.436,-0.361
NVDA,0.512,-0.47,0.177,0.941,-0.098,-0.602,0.772,0.0,0.705,-0.627
PLUG,0.462,-0.543,0.139,0.713,-0.317,-0.715,0.436,0.705,0.0,-0.73
TSLA,-0.712,0.458,-0.396,-0.631,0.025,0.736,-0.361,-0.627,-0.73,0.0
