,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.494,-0.434,0.756,0.864,0.659,0.561,0.521,-0.582,0.843
AAPL,-0.494,0.0,0.893,-0.671,-0.587,-0.43,-0.08,-0.12,0.193,-0.544
AMD,-0.434,0.893,0.0,-0.657,-0.59,-0.357,-0.099,-0.109,0.18,-0.451
AMZN,0.756,-0.671,-0.657,0.0,0.886,0.891,0.57,0.713,-0.422,0.848
GOOGL,0.864,-0.587,-0.59,0.886,0.0,0.756,0.566,0.586,-0.563,0.849
INTC,0.659,-0.43,-0.357,0.891,0.756,0.0,0.545,0.822,-0.396,0.796
MARA,0.561,-0.08,-0.099,0.57,0.566,0.545,0.0,0.726,-0.556,0.743
NVDA,0.521,-0.12,-0.109,0.713,0.586,0.822,0.726,0.0,-0.341,0.728
PLUG,-0.582,0.193,0.18,-0.422,-0.563,-0.396,-0.556,-0.341,0.0,-0.548
TSLA,0.843,-0.544,-0.451,0.848,0.849,0.796,0.743,0.728,-0.548,0.0
