,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.487,0.329,-0.393,-0.256,0.411,0.621,0.407,0.639,0.631
AAPL,-0.487,0.0,-0.009,0.807,0.9,-0.33,-0.732,-0.165,-0.842,-0.637
AMD,0.329,-0.009,0.0,0.153,0.086,0.227,0.548,0.821,0.447,0.31
AMZN,-0.393,0.807,0.153,0.0,0.725,-0.14,-0.408,0.219,-0.57,-0.481
GOOGL,-0.256,0.9,0.086,0.725,0.0,-0.37,-0.635,-0.076,-0.734,-0.552
INTC,0.411,-0.33,0.227,-0.14,-0.37,0.0,0.583,0.562,0.52,0.696
MARA,0.621,-0.732,0.548,-0.408,-0.635,0.583,0.0,0.713,0.964,0.701
NVDA,0.407,-0.165,0.821,0.219,-0.076,0.562,0.713,0.0,0.577,0.488
PLUG,0.639,-0.842,0.447,-0.57,-0.734,0.52,0.964,0.577,0.0,0.731
TSLA,0.631,-0.637,0.31,-0.481,-0.552,0.696,0.701,0.488,0.731,0.0
