,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.565,0.207,0.663,0.694,0.134,0.588,-0.07,0.741,0.132
AAPL,-0.565,0.0,-0.563,-0.464,-0.046,0.385,-0.752,-0.034,-0.748,-0.308
AMD,0.207,-0.563,0.0,0.66,-0.044,-0.46,0.638,0.752,0.757,0.875
AMZN,0.663,-0.464,0.66,0.0,0.583,-0.13,0.609,0.541,0.835,0.612
GOOGL,0.694,-0.046,-0.044,0.583,0.0,0.401,0.228,-0.053,0.353,-0.096
INTC,0.134,0.385,-0.46,-0.13,0.401,0.0,-0.263,-0.214,-0.297,-0.394
MARA,0.588,-0.752,0.638,0.609,0.228,-0.263,0.0,0.318,0.832,0.486
NVDA,-0.07,-0.034,0.752,0.541,-0.053,-0.214,0.318,0.0,0.416,0.819
PLUG,0.741,-0.748,0.757,0.835,0.353,-0.297,0.832,0.416,0.0,0.659
TSLA,0.132,-0.308,0.875,0.612,-0.096,-0.394,0.486,0.819,0.659,0.0
