,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.022,0.295,0.013,-0.135,0.472,-0.348,0.472,0.382,0.763
AAPL,-0.022,0.0,0.874,0.803,0.795,0.713,-0.31,0.73,0.358,0.525
AMD,0.295,0.874,0.0,0.775,0.715,0.822,-0.328,0.815,0.494,0.688
AMZN,0.013,0.803,0.775,0.0,0.778,0.68,-0.11,0.637,0.616,0.437
GOOGL,-0.135,0.795,0.715,0.778,0.0,0.597,-0.279,0.435,0.253,0.31
INTC,0.472,0.713,0.822,0.68,0.597,0.0,-0.65,0.708,0.532,0.776
MARA,-0.348,-0.31,-0.328,-0.11,-0.279,-0.65,0.0,-0.208,-0.094,-0.463
NVDA,0.472,0.73,0.815,0.637,0.435,0.708,-0.208,0.0,0.436,0.778
PLUG,0.382,0.358,0.494,0.616,0.253,0.532,-0.094,0.436,0.0,0.568
TSLA,0.763,0.525,0.688,0.437,0.31,0.776,-0.463,0.778,0.568,0.0
