,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.7,0.733,0.933,0.79,0.887,0.799,0.687,0.814,0.864
AAPL,0.7,0.0,0.807,0.737,0.694,0.549,0.493,0.867,0.486,0.711
AMD,0.733,0.807,0.0,0.764,0.838,0.723,0.731,0.902,0.702,0.857
AMZN,0.933,0.737,0.764,0.0,0.81,0.904,0.777,0.76,0.841,0.867
GOOGL,0.79,0.694,0.838,0.81,0.0,0.88,0.884,0.677,0.837,0.942
INTC,0.887,0.549,0.723,0.904,0.88,0.0,0.928,0.604,0.944,0.902
MARA,0.799,0.493,0.731,0.777,0.884,0.928,0.0,0.557,0.914,0.898
NVDA,0.687,0.867,0.902,0.76,0.677,0.604,0.557,0.0,0.568,0.747
PLUG,0.814,0.486,0.702,0.841,0.837,0.944,0.914,0.568,0.0,0.881
TSLA,0.864,0.711,0.857,0.867,0.942,0.902,0.898,0.747,0.881,0.0
