,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.235,0.286,-0.002,-0.627,-0.561,0.657,-0.432,0.823,-0.557
AAPL,-0.235,0.0,0.273,0.329,0.755,0.378,0.2,0.752,0.09,0.683
AMD,0.286,0.273,0.0,0.604,0.172,0.387,0.551,0.046,0.509,0.144
AMZN,-0.002,0.329,0.604,0.0,0.51,0.732,0.381,-0.033,0.19,0.556
GOOGL,-0.627,0.755,0.172,0.51,0.0,0.758,0.006,0.626,-0.301,0.901
INTC,-0.561,0.378,0.387,0.732,0.758,0.0,0.048,0.156,-0.248,0.751
MARA,0.657,0.2,0.551,0.381,0.006,0.048,0.0,-0.189,0.775,-0.012
NVDA,-0.432,0.752,0.046,-0.033,0.626,0.156,-0.189,0.0,-0.191,0.588
PLUG,0.823,0.09,0.509,0.19,-0.301,-0.248,0.775,-0.191,0.0,-0.22
TSLA,-0.557,0.683,0.144,0.556,0.901,0.751,-0.012,0.588,-0.22,0.0
