,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.163,0.481,0.119,0.516,-0.18,0.628,0.359,0.283,0.294
AAPL,0.163,0.0,-0.133,0.312,0.455,-0.254,-0.412,-0.372,-0.693,-0.219
AMD,0.481,-0.133,0.0,-0.41,0.636,-0.34,0.607,0.352,0.265,0.538
AMZN,0.119,0.312,-0.41,0.0,-0.147,0.248,0.084,0.322,0.074,-0.251
GOOGL,0.516,0.455,0.636,-0.147,0.0,-0.747,0.189,-0.198,-0.396,0.04
INTC,-0.18,-0.254,-0.34,0.248,-0.747,0.0,0.036,0.531,0.501,0.342
MARA,0.628,-0.412,0.607,0.084,0.189,0.036,0.0,0.717,0.747,0.443
NVDA,0.359,-0.372,0.352,0.322,-0.198,0.531,0.717,0.0,0.816,0.522
PLUG,0.283,-0.693,0.265,0.074,-0.396,0.501,0.747,0.816,0.0,0.409
TSLA,0.294,-0.219,0.538,-0.251,0.04,0.342,0.443,0.522,0.409,0.0
