,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.658,0.433,0.288,-0.268,-0.233,0.647,0.616,0.906,-0.24
AAPL,0.658,0.0,0.767,0.748,-0.52,-0.479,0.907,0.955,0.783,-0.163
AMD,0.433,0.767,0.0,0.527,-0.707,-0.876,0.877,0.828,0.489,-0.425
AMZN,0.288,0.748,0.527,0.0,-0.115,-0.221,0.602,0.743,0.456,0.187
GOOGL,-0.268,-0.52,-0.707,-0.115,0.0,0.752,-0.653,-0.464,-0.231,0.727
INTC,-0.233,-0.479,-0.876,-0.221,0.752,0.0,-0.65,-0.521,-0.211,0.604
MARA,0.647,0.907,0.877,0.602,-0.653,-0.65,0.0,0.905,0.743,-0.385
NVDA,0.616,0.955,0.828,0.743,-0.464,-0.521,0.905,0.0,0.742,-0.06
PLUG,0.906,0.783,0.489,0.456,-0.231,-0.211,0.743,0.742,0.0,-0.162
TSLA,-0.24,-0.163,-0.425,0.187,0.727,0.604,-0.385,-0.06,-0.162,0.0
