,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.373,0.569,0.428,-0.264,-0.136,0.315,-0.003,0.059,0.563
AAPL,-0.373,0.0,0.274,0.328,0.582,0.541,0.208,0.646,0.576,0.314
AMD,0.569,0.274,0.0,0.736,0.355,0.262,0.407,0.492,0.399,0.857
AMZN,0.428,0.328,0.736,0.0,0.415,0.492,0.561,0.666,0.621,0.641
GOOGL,-0.264,0.582,0.355,0.415,0.0,0.507,0.44,0.708,0.555,0.34
INTC,-0.136,0.541,0.262,0.492,0.507,0.0,0.356,0.682,0.657,0.139
MARA,0.315,0.208,0.407,0.561,0.44,0.356,0.0,0.782,0.845,0.524
NVDA,-0.003,0.646,0.492,0.666,0.708,0.682,0.782,0.0,0.948,0.538
PLUG,0.059,0.576,0.399,0.621,0.555,0.657,0.845,0.948,0.0,0.486
TSLA,0.563,0.314,0.857,0.641,0.34,0.139,0.524,0.538,0.486,0.0
