,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.773,0.439,0.568,0.23,0.62,0.676,0.44,0.125,0.44
AAPL,0.773,0.0,0.623,0.833,0.131,0.761,0.89,0.628,0.238,0.798
AMD,0.439,0.623,0.0,0.807,0.203,0.922,0.775,0.991,0.18,0.817
AMZN,0.568,0.833,0.807,0.0,0.294,0.838,0.834,0.837,0.374,0.889
GOOGL,0.23,0.131,0.203,0.294,0.0,0.171,0.002,0.237,0.696,0.244
INTC,0.62,0.761,0.922,0.838,0.171,0.0,0.873,0.934,0.1,0.781
MARA,0.676,0.89,0.775,0.834,0.002,0.873,0.0,0.777,0.161,0.803
NVDA,0.44,0.628,0.991,0.837,0.237,0.934,0.777,0.0,0.2,0.822
PLUG,0.125,0.238,0.18,0.374,0.696,0.1,0.161,0.2,0.0,0.436
TSLA,0.44,0.798,0.817,0.889,0.244,0.781,0.803,0.822,0.436,0.0
