,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.168,0.415,0.194,0.093,0.718,0.138,0.025,0.749,0.296
AAPL,-0.168,0.0,0.508,0.869,0.746,0.364,0.693,0.661,0.274,0.738
AMD,0.415,0.508,0.0,0.656,0.759,0.774,0.676,0.679,0.525,0.62
AMZN,0.194,0.869,0.656,0.0,0.862,0.636,0.834,0.764,0.591,0.905
GOOGL,0.093,0.746,0.759,0.862,0.0,0.642,0.896,0.957,0.441,0.774
INTC,0.718,0.364,0.774,0.636,0.642,0.0,0.61,0.564,0.737,0.68
MARA,0.138,0.693,0.676,0.834,0.896,0.61,0.0,0.897,0.542,0.781
NVDA,0.025,0.661,0.679,0.764,0.957,0.564,0.897,0.0,0.356,0.727
PLUG,0.749,0.274,0.525,0.591,0.441,0.737,0.542,0.356,0.0,0.58
TSLA,0.296,0.738,0.62,0.905,0.774,0.68,0.781,0.727,0.58,0.0
