,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.577,0.816,0.308,0.643,0.887,0.733,-0.125,0.651,0.907
AAPL,0.577,0.0,0.696,0.378,0.782,0.739,0.349,0.45,-0.031,0.434
AMD,0.816,0.696,0.0,0.599,0.781,0.932,0.873,0.183,0.363,0.875
AMZN,0.308,0.378,0.599,0.0,0.671,0.52,0.57,0.427,-0.015,0.477
GOOGL,0.643,0.782,0.781,0.671,0.0,0.826,0.567,0.483,0.045,0.585
INTC,0.887,0.739,0.932,0.52,0.826,0.0,0.795,0.113,0.383,0.831
MARA,0.733,0.349,0.873,0.57,0.567,0.795,0.0,-0.072,0.481,0.879
NVDA,-0.125,0.45,0.183,0.427,0.483,0.113,-0.072,0.0,-0.5,-0.122
PLUG,0.651,-0.031,0.363,-0.015,0.045,0.383,0.481,-0.5,0.0,0.641
TSLA,0.907,0.434,0.875,0.477,0.585,0.831,0.879,-0.122,0.641,0.0
