,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.624,0.527,0.361,-0.578,-0.417,0.213,-0.281,-0.093,0.626
AAPL,-0.624,0.0,0.055,0.234,0.648,0.659,-0.076,0.619,0.433,-0.058
AMD,0.527,0.055,0.0,0.728,0.106,0.128,0.223,0.304,0.224,0.81
AMZN,0.361,0.234,0.728,0.0,0.249,0.345,0.548,0.587,0.604,0.603
GOOGL,-0.578,0.648,0.106,0.249,0.0,0.717,0.255,0.709,0.413,-0.095
INTC,-0.417,0.659,0.128,0.345,0.717,0.0,0.281,0.732,0.584,-0.144
MARA,0.213,-0.076,0.223,0.548,0.255,0.281,0.0,0.65,0.763,0.281
NVDA,-0.281,0.619,0.304,0.587,0.709,0.732,0.65,0.0,0.898,0.197
PLUG,-0.093,0.433,0.224,0.604,0.413,0.584,0.763,0.898,0.0,0.228
TSLA,0.626,-0.058,0.81,0.603,-0.095,-0.144,0.281,0.197,0.228,0.0
