,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.667,-0.08,-0.724,-0.505,0.565,0.069,-0.645,-0.757,-0.63
AAPL,-0.667,0.0,0.582,0.887,0.894,-0.054,-0.078,0.929,0.725,0.936
AMD,-0.08,0.582,0.0,0.606,0.762,0.461,0.087,0.73,0.139,0.587
AMZN,-0.724,0.887,0.606,0.0,0.91,-0.135,-0.129,0.957,0.765,0.924
GOOGL,-0.505,0.894,0.762,0.91,0.0,0.151,0.002,0.929,0.623,0.9
INTC,0.565,-0.054,0.461,-0.135,0.151,0.0,0.199,-0.029,-0.252,-0.047
MARA,0.069,-0.078,0.087,-0.129,0.002,0.199,0.0,-0.078,-0.238,-0.275
NVDA,-0.645,0.929,0.73,0.957,0.929,-0.029,-0.078,0.0,0.665,0.925
PLUG,-0.757,0.725,0.139,0.765,0.623,-0.252,-0.238,0.665,0.0,0.738
TSLA,-0.63,0.936,0.587,0.924,0.9,-0.047,-0.275,0.925,0.738,0.0
