,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.159,0.18,0.437,0.557,0.523,0.096,0.283,0.169,0.252
AAPL,0.159,0.0,-0.649,-0.378,0.572,0.536,-0.633,-0.492,-0.627,-0.564
AMD,0.18,-0.649,0.0,0.78,0.009,-0.289,0.82,0.854,0.808,0.886
AMZN,0.437,-0.378,0.78,0.0,0.433,0.073,0.832,0.914,0.893,0.838
GOOGL,0.557,0.572,0.009,0.433,0.0,0.614,0.073,0.306,0.135,0.178
INTC,0.523,0.536,-0.289,0.073,0.614,0.0,-0.237,-0.044,-0.213,-0.177
MARA,0.096,-0.633,0.82,0.832,0.073,-0.237,0.0,0.928,0.961,0.936
NVDA,0.283,-0.492,0.854,0.914,0.306,-0.044,0.928,0.0,0.916,0.93
PLUG,0.169,-0.627,0.808,0.893,0.135,-0.213,0.961,0.916,0.0,0.9
TSLA,0.252,-0.564,0.886,0.838,0.178,-0.177,0.936,0.93,0.9,0.0
